calculator-service-1  | 2024-12-10T10:08:07.620991889Z  * Serving Flask app 'app' (lazy loading)
api-gateway-1         | 2024-12-10T10:23:41.598097867Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:23:41] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:24:11.716712466Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:24:11] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:24:41.828581661Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:24:41] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:25:11.914603182Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:25:11] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:25:42.026900862Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:25:42] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:26:12.138226448Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:26:12] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:26:42.279721481Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:26:42] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:27:12.386576488Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:27:12] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:27:42.475668927Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:27:42] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:28:12.590482301Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:28:12] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:28:42.697853657Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:28:42] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:29:12.808292222Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:29:12] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:29:42.913106500Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:29:42] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:30:13.037186712Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:30:13] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:30:43.146471885Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:30:43] "GET /health HTTP/1.1" 200 -
api-gateway-1         | 2024-12-10T10:31:13.332108262Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:31:13] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:07.170492105Z  * Serving Flask app 'app' (lazy loading)
frontend-service-1    | 2024-12-10T10:08:07.170527779Z  * Environment: development
frontend-service-1    | 2024-12-10T10:08:07.170529774Z  * Debug mode: on
frontend-service-1    | 2024-12-10T10:08:07.180900054Z WARNING:werkzeug: * Running on all addresses.
frontend-service-1    | 2024-12-10T10:08:07.181010549Z    WARNING: This is a development server. Do not use it in a production deployment.
frontend-service-1    | 2024-12-10T10:08:07.181012450Z INFO:werkzeug: * Running on http://172.19.0.4:5001/ (Press CTRL+C to quit)
frontend-service-1    | 2024-12-10T10:08:07.182015159Z INFO:werkzeug: * Restarting with stat
frontend-service-1    | 2024-12-10T10:08:07.414408488Z WARNING:werkzeug: * Debugger is active!
frontend-service-1    | 2024-12-10T10:08:07.415916265Z INFO:werkzeug: * Debugger PIN: 842-913-488
frontend-service-1    | 2024-12-10T10:08:11.980362165Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:11] "GET / HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:12.114618329Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:12] "GET /static/js/canvas.js HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:12.127543143Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:12] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:12.127557694Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:12] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:12.227728099Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:12] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
frontend-service-1    | 2024-12-10T10:08:13.064958532Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:13] "GET /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:13.103987275Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:13] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:13.125359124Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:13] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:13.125375598Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:13] "[36mGET /static/js/canvas.js HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:18.663548901Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:18] "POST /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:36.636142673Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:08:36] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:37.133523726Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:08:37] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:49.639373127Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:49] "GET /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:08:49.650882121Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:49] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:49.653156630Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:49] "[36mGET /static/js/canvas.js HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:08:49.657202549Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:08:49] "[36mGET /static/js/main.js HTTP/1.1[0m" 304 -
frontend-service-1    | 2024-12-10T10:09:06.750818901Z INFO:werkzeug:127.0.0.1 - - [10/Dec/2024 10:09:06] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:09:07.431810176Z INFO:werkzeug:172.19.0.5 - - [10/Dec/2024 10:09:07] "GET /health HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:09:07.590480984Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:09:07] "GET /calculate HTTP/1.1" 200 -
frontend-service-1    | 2024-12-10T10:09:07.654301408Z INFO:werkzeug:172.19.0.1 - - [10/Dec/2024 10:09:07] "[36mGET /static/js/canvas.js HTTP/1.1[0m" 304 -
